name,species,breed,origin,age_months,gender,health_status,vaccination_status,size,energy_level,exercise_needs,training_needs,trained_level,child_friendly_score,pet_friendly_score,stranger_friendly_score,needs_yard,can_live_in_apartment,grooming_needs,estimated_monthly_cost,noise_level,can_be_left_alone,max_hours_alone,requires_experienced_owner,temperament_tags,description,adoption_success
Kalu,Dog,Himalayan Sheepdog,Indian,12,male,healthy,partial,large,2,moderate,high,basic,6,4,4,True,False,high,3000.0,moderate,True,5,True,"protective,loyal,mountain,sturdy,guardian",North Indian mountain guardian. Dense thick coat. Needs cooler climate or air-conditioned space in summer.,True
Tommy,Dog,Indie (Rescued),Indian,38,female,healthy,partial,medium,3,moderate,moderate,untrained,6,6,5,False,True,low,1600.0,moderate,True,5,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",False
Rocky,Dog,Rampur Greyhound,Indian,112,male,healthy,up_to_date,large,4,very_high,moderate,basic,6,3,3,True,False,low,2300.0,quiet,True,5,True,"fast,independent,agile,royal,reserved","Cross between Afghan Hound and English Greyhound, bred for royalty in Rampur. Extremely fast, needs vast open space.",False
Sheru,Dog,Indian Spitz,Indian,6,female,minor_condition,up_to_date,small,3,moderate,moderate,intermediate,8,7,5,False,True,high,1800.0,vocal,True,7,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",False
Billi,Cat,Persian Cats,International,1,male,healthy,not_vaccinated,medium,2,minimal,low,basic,6,7,3,False,True,high,3500.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Daily grooming and AC required in Indian summers.,True
Mango,Cat,Bengal,International,43,male,healthy,not_vaccinated,medium,5,high,moderate,basic,8,7,4,False,True,low,5500.0,vocal,True,6,True,"wild-look,energetic,playful,mischievous,athletic",Wild-looking cat with leopard spots. Extremely active and curious. Not a lap cat. Needs vertical space to climb.,True
Brownie,Dog,Rajapalayam,Indian,66,male,minor_condition,partial,large,3,high,high,intermediate,6,3,2,True,False,low,2400.0,moderate,True,5,True,"loyal,protective,independent,brave,reserved","Royal Tamil Nadu sighthound. One-person dog — extremely loyal to owner, aloof with strangers. Needs experienced handler.",False
Oreo,Cat,British Shorthair,International,120,female,healthy,up_to_date,medium,1,minimal,low,basic,9,7,7,False,True,moderate,4200.0,quiet,True,10,False,"calm,easygoing,independent,gentle,round-face",Very easy-going and calm. Tolerates being alone well. Does not demand constant attention — ideal for working adults.,True
Kalu,Dog,Rajapalayam,Indian,10,female,minor_condition,not_vaccinated,large,5,high,high,intermediate,5,3,2,True,False,low,2700.0,moderate,True,5,True,"loyal,protective,independent,brave,reserved","Royal Tamil Nadu sighthound. One-person dog — extremely loyal to owner, aloof with strangers. Needs experienced handler.",False
Rani,Dog,Indian Pariah Dog,Indian,3,male,healthy,up_to_date,medium,5,high,moderate,basic,6,7,4,False,True,low,1300.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Whiskers,Cat,British Shorthair,International,17,female,minor_condition,not_vaccinated,medium,2,minimal,low,basic,7,8,6,False,True,moderate,5100.0,quiet,True,8,False,"calm,easygoing,independent,gentle,round-face",Very easy-going and calm. Tolerates being alone well. Does not demand constant attention — ideal for working adults.,True
Jimmy,Dog,Indian Pariah Dog,Indian,1,male,healthy,up_to_date,medium,5,high,moderate,basic,6,5,4,False,True,low,1400.0,moderate,True,6,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Jimmy,Dog,Mudhol Hound,Indian,81,male,minor_condition,up_to_date,large,5,very_high,high,intermediate,4,3,2,True,False,low,2300.0,quiet,True,5,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,False
Raja,Dog,Combai,Indian,15,female,healthy,not_vaccinated,medium,3,high,high,basic,4,3,2,True,False,low,1700.0,moderate,True,7,True,"brave,aggressive,protective,powerful,loyal","Bear-hunting dog from Tamil Nadu. Powerful guardian. Requires firm training, socialization, and an experienced handler.",True
Pudding,Dog,Indian Spitz,Indian,15,male,minor_condition,not_vaccinated,small,3,moderate,moderate,intermediate,9,7,6,False,True,high,1900.0,vocal,True,7,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Socks,Cat,Himalayan,International,54,male,minor_condition,partial,medium,2,minimal,low,basic,7,6,3,False,True,high,4700.0,quiet,True,10,False,"calm,gentle,affectionate,quiet,lap-cat","Persian-Siamese cross. Calm like Persian, slightly more playful. Requires daily grooming and AC in summer.",True
Leo,Dog,Labrador Retriever,International,3,male,healthy,up_to_date,large,5,high,moderate,intermediate,10,10,9,True,False,moderate,3900.0,moderate,True,5,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Simba,Dog,Doberman Pinscher,International,9,female,minor_condition,up_to_date,large,5,high,high,intermediate,4,5,4,True,False,low,4900.0,moderate,True,5,True,"intelligent,alert,protective,energetic,loyal",Popular guard dog in India. Highly intelligent and trainable. Needs extensive exercise and mental stimulation.,False
Sheru,Dog,Pomeranian,International,63,female,minor_condition,up_to_date,small,3,moderate,moderate,intermediate,4,5,4,False,True,high,3100.0,vocal,True,8,False,"alert,bold,fluffy,vocal,attention-seeking",Popular apartment dog. Fluffy and bold. Not ideal with very young children. Vocal watchdog.,False
Jasmine,Cat,Indian Domestic Short Hair,Indian,17,female,healthy,partial,medium,3,moderate,low,basic,6,6,5,False,True,low,1000.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Mimi,Cat,Russian Blue,International,11,male,healthy,partial,medium,2,minimal,low,intermediate,7,6,2,False,True,low,4700.0,quiet,True,10,False,"shy,gentle,loyal,quiet,independent",Elegant blue-coated cat. Shy with strangers but deeply loyal to family. Dislikes loud environments.,False
Jimmy,Dog,German Shepherd,International,16,male,healthy,up_to_date,large,4,high,moderate,intermediate,7,6,6,True,False,moderate,4300.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,True
Simba,Dog,Indian Pariah Dog,Indian,6,male,healthy,up_to_date,medium,4,high,moderate,basic,5,6,4,False,True,low,1500.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Charlie,Dog,Indie (Rescued),Indian,119,male,healthy,not_vaccinated,medium,3,moderate,moderate,untrained,5,6,4,False,True,low,1300.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Moti,Dog,Bakharwal Dog,Indian,10,female,healthy,partial,large,4,moderate,high,basic,6,5,2,True,False,high,3000.0,vocal,True,5,True,"protective,brave,independent,sturdy,herding","Ancient Himalayan livestock guardian. Thick double coat. Protective of family. Thrives in cold climates, needs experienced owner.",False
Billi,Cat,Indian Street Cat (Rescued),Indian,45,male,healthy,partial,medium,3,minimal,low,basic,6,6,4,False,True,low,1000.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Bhola,Dog,Indian Spitz,Indian,28,male,healthy,up_to_date,small,3,moderate,moderate,intermediate,9,8,6,False,True,high,2000.0,vocal,True,7,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",False
Cheeni,Cat,Ragdoll,International,34,female,minor_condition,up_to_date,large,2,minimal,low,intermediate,8,10,6,False,True,high,5700.0,quiet,True,8,False,"docile,gentle,floppy,affectionate,calm",Goes limp when held — hence Ragdoll. Extremely gentle. Perfect for families with children. Needs regular brushing.,True
Shadow,Dog,Indian Spitz,Indian,57,female,minor_condition,partial,small,3,moderate,moderate,intermediate,8,8,5,False,True,high,1800.0,vocal,True,8,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Max,Dog,Indie (Rescued),Indian,3,male,healthy,up_to_date,medium,4,moderate,moderate,untrained,5,6,5,False,True,low,1600.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Sona,Dog,Rampur Greyhound,Indian,5,female,healthy,not_vaccinated,large,5,very_high,moderate,basic,6,5,4,True,False,low,2400.0,quiet,True,5,True,"fast,independent,agile,royal,reserved","Cross between Afghan Hound and English Greyhound, bred for royalty in Rampur. Extremely fast, needs vast open space.",False
Mocha,Dog,Mudhol Hound,Indian,1,female,minor_condition,up_to_date,large,5,very_high,high,intermediate,5,3,4,True,False,low,2200.0,quiet,True,5,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,True
Pearl,Cat,Persian,International,17,female,minor_condition,partial,medium,1,minimal,low,basic,6,7,4,False,True,high,4200.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,False
Max,Dog,Labrador Retriever,International,37,male,minor_condition,up_to_date,large,4,high,moderate,intermediate,10,9,10,True,False,moderate,4200.0,moderate,True,5,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Raja,Dog,Mixed Breed (Indian Street),Indian,48,female,healthy,partial,medium,3,moderate,moderate,basic,7,6,5,False,True,low,1400.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,False
Bijli,Cat,Maine Coon,International,29,female,serious_condition,up_to_date,large,3,moderate,moderate,basic,10,9,7,False,True,high,5000.0,moderate,True,8,False,"gentle-giant,dog-like,playful,friendly,social",Largest domestic cat breed. Dog-like personality. Loves water. Needs AC in Indian summers due to long coat.,True
Mishti,Cat,Persian,International,73,male,healthy,up_to_date,medium,2,minimal,low,basic,6,6,4,False,True,high,3700.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,True
Diesel,Dog,Indie (Rescued),Indian,21,female,healthy,up_to_date,medium,4,moderate,moderate,untrained,7,6,4,False,True,low,1300.0,moderate,True,7,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Storm,Dog,Mixed Breed (Indian Street),Indian,5,female,healthy,partial,medium,4,moderate,moderate,basic,6,8,7,False,True,low,1500.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,True
Max,Dog,Jonangi,Indian,19,male,healthy,up_to_date,medium,4,high,moderate,basic,6,5,6,False,True,low,1300.0,quiet,True,5,False,"quiet,one-owner,loyal,agile,unusual-vocalization",Andhra Pradesh duck-herding dog. Uniquely doesn't bark — yodels instead. Low maintenance. Can be aloof with strangers.,True
Bhola,Dog,Indie (Rescued),Indian,37,female,healthy,partial,medium,3,moderate,moderate,untrained,6,6,5,False,True,low,1400.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",False
Sheru,Dog,Combai,Indian,6,male,healthy,up_to_date,medium,3,high,high,basic,5,2,3,True,False,low,1800.0,moderate,True,6,True,"brave,aggressive,protective,powerful,loyal","Bear-hunting dog from Tamil Nadu. Powerful guardian. Requires firm training, socialization, and an experienced handler.",False
Shadow,Dog,Indie (Rescued),Indian,36,male,healthy,not_vaccinated,medium,3,moderate,moderate,untrained,6,5,4,False,True,low,1400.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Shadow,Dog,Beagle,International,16,female,healthy,up_to_date,medium,4,high,high,basic,10,9,8,True,False,low,3200.0,vocal,False,4,False,"curious,merry,friendly,vocal,scent-driven","Popular family dog. Follows nose everywhere — needs secure yard. Vocal breed, can disturb neighbors.",True
Brownie,Dog,German Shepherd,International,62,female,minor_condition,up_to_date,large,3,high,moderate,intermediate,6,3,4,True,False,moderate,5700.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,True
Laila,Dog,Doberman Pinscher,International,2,male,healthy,up_to_date,large,4,high,high,intermediate,5,5,3,True,False,low,4300.0,moderate,True,4,True,"intelligent,alert,protective,energetic,loyal",Popular guard dog in India. Highly intelligent and trainable. Needs extensive exercise and mental stimulation.,False
Shadow,Dog,Indian Pariah Dog,Indian,6,female,healthy,not_vaccinated,medium,4,high,moderate,basic,7,7,4,False,True,low,1400.0,moderate,True,6,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Bruno,Dog,Pandikona,Indian,99,female,minor_condition,not_vaccinated,medium,3,high,moderate,basic,6,6,2,True,False,low,1600.0,moderate,True,6,True,"protective,primitive,loyal,independent","Andhra Pradesh primitive breed. Loyal to owner, wary of strangers. Hardy, low maintenance, suited to rural areas.",True
Chhotu,Dog,Mixed Breed (Indian Street),Indian,7,male,minor_condition,not_vaccinated,medium,2,moderate,moderate,basic,5,6,6,False,True,low,1600.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,False
Hero,Dog,Indie (Rescued),Indian,29,female,minor_condition,partial,medium,3,moderate,moderate,untrained,5,5,5,False,True,low,1500.0,moderate,True,7,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Mittens,Cat,Russian Blue,International,35,female,minor_condition,up_to_date,medium,2,minimal,low,intermediate,7,6,2,False,True,low,4900.0,quiet,True,10,False,"shy,gentle,loyal,quiet,independent",Elegant blue-coated cat. Shy with strangers but deeply loyal to family. Dislikes loud environments.,True
Gattu,Cat,British Shorthair,International,10,male,healthy,up_to_date,medium,1,minimal,low,basic,10,7,6,False,True,moderate,4500.0,quiet,True,9,False,"calm,easygoing,independent,gentle,round-face",Very easy-going and calm. Tolerates being alone well. Does not demand constant attention — ideal for working adults.,True
Whiskers,Cat,Siamese,International,7,female,minor_condition,partial,medium,4,moderate,moderate,intermediate,7,7,5,False,True,low,3300.0,vocal,True,9,False,"vocal,social,intelligent,demanding,affectionate",Very chatty and social. Demands attention. Dislikes being alone long. Bonds deeply with one person.,True
Mimi,Cat,Indian Domestic Short Hair,Indian,45,male,minor_condition,up_to_date,medium,4,moderate,low,basic,7,5,6,False,True,low,1300.0,moderate,True,11,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Leo,Dog,Himalayan Sheepdog,Indian,8,male,healthy,up_to_date,large,4,moderate,high,basic,7,4,1,True,False,high,3200.0,moderate,True,5,True,"protective,loyal,mountain,sturdy,guardian",North Indian mountain guardian. Dense thick coat. Needs cooler climate or air-conditioned space in summer.,True
Bhola,Dog,Indian Pariah Dog,Indian,35,male,healthy,partial,medium,4,high,moderate,basic,7,6,5,False,True,low,1300.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Gattu,Cat,Siamese,International,56,male,healthy,up_to_date,medium,4,moderate,moderate,intermediate,7,5,5,False,True,low,3500.0,vocal,True,8,False,"vocal,social,intelligent,demanding,affectionate",Very chatty and social. Demands attention. Dislikes being alone long. Bonds deeply with one person.,True
Tommy,Dog,Himalayan Sheepdog,Indian,70,female,healthy,not_vaccinated,large,3,moderate,high,basic,8,6,3,True,False,high,2400.0,moderate,True,5,True,"protective,loyal,mountain,sturdy,guardian",North Indian mountain guardian. Dense thick coat. Needs cooler climate or air-conditioned space in summer.,True
Rani,Dog,Rottweiler,International,13,male,healthy,not_vaccinated,large,2,moderate,high,intermediate,6,3,2,True,False,low,5100.0,moderate,True,5,True,"loyal,confident,protective,powerful,calm",Powerful guardian. Needs early socialization and firm training. Devoted to family. Not for first-time owners.,True
Billi,Cat,Persian,International,30,female,healthy,partial,medium,1,minimal,low,basic,6,7,6,False,True,high,4300.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,False
Pudding,Dog,Indie (Rescued),Indian,54,female,healthy,up_to_date,medium,3,moderate,moderate,untrained,7,7,2,False,True,low,1500.0,moderate,True,5,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Moti,Dog,Pug,International,1,male,minor_condition,up_to_date,small,3,minimal,moderate,basic,10,6,9,False,True,low,3500.0,moderate,True,7,False,"charming,mischievous,loving,calm,social",Made famous by Indian TV ads. Great apartment dog. Brachycephalic — avoid exercise in peak summer heat.,True
Buddy,Dog,Labrador Retriever,International,3,female,healthy,up_to_date,large,5,high,moderate,intermediate,9,10,9,True,False,moderate,3700.0,moderate,True,5,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Laila,Dog,Chippiparai,Indian,28,female,healthy,up_to_date,medium,5,very_high,high,basic,4,4,2,True,False,low,1800.0,quiet,True,5,True,"fast,agile,elegant,reserved,hunter","Madurai sighthound, bred for hunting. Very fast. Better with experienced owners who can provide structured exercise.",True
Buddy,Dog,Combai,Indian,37,female,healthy,not_vaccinated,medium,4,high,high,basic,4,3,2,True,False,low,1600.0,moderate,True,5,True,"brave,aggressive,protective,powerful,loyal","Bear-hunting dog from Tamil Nadu. Powerful guardian. Requires firm training, socialization, and an experienced handler.",True
Bijli,Cat,Persian Cats,International,72,male,healthy,not_vaccinated,medium,2,minimal,low,basic,6,6,3,False,True,high,4400.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Daily grooming and AC required in Indian summers.,False
Leo,Dog,Beagle,International,34,female,minor_condition,up_to_date,medium,4,high,high,basic,10,8,8,True,False,low,3700.0,vocal,False,4,False,"curious,merry,friendly,vocal,scent-driven","Popular family dog. Follows nose everywhere — needs secure yard. Vocal breed, can disturb neighbors.",False
Oreo,Cat,Indian Street Cat (Rescued),Indian,42,female,minor_condition,up_to_date,medium,3,minimal,low,basic,7,4,4,False,True,low,1100.0,quiet,True,9,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Shadow,Dog,Cocker Spaniel,International,10,female,healthy,not_vaccinated,medium,4,moderate,moderate,intermediate,10,7,8,False,True,high,3900.0,moderate,True,5,False,"gentle,happy,adaptable,playful,affectionate",Cheerful family dog. Adapts well to apartment life. Requires regular professional grooming and vet ear checkups.,True
Mittens,Cat,Indian Domestic Short Hair,Indian,4,female,healthy,partial,medium,4,moderate,low,basic,8,5,5,False,True,low,1200.0,moderate,True,11,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",False
Tommy,Dog,Indian Pariah Dog,Indian,9,male,healthy,up_to_date,medium,4,high,moderate,basic,8,6,4,False,True,low,1500.0,moderate,True,8,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Laila,Dog,Bakharwal Dog,Indian,68,female,healthy,partial,large,3,moderate,high,basic,7,4,2,True,False,high,3000.0,vocal,True,5,True,"protective,brave,independent,sturdy,herding","Ancient Himalayan livestock guardian. Thick double coat. Protective of family. Thrives in cold climates, needs experienced owner.",False
Rani,Dog,Mudhol Hound,Indian,72,female,healthy,not_vaccinated,large,4,very_high,high,intermediate,4,4,3,True,False,low,2200.0,quiet,True,5,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,True
Mocha,Dog,Pomeranian,International,38,male,healthy,not_vaccinated,small,3,moderate,moderate,intermediate,6,6,6,False,True,high,3100.0,vocal,True,7,False,"alert,bold,fluffy,vocal,attention-seeking",Popular apartment dog. Fluffy and bold. Not ideal with very young children. Vocal watchdog.,True
Bruno,Dog,Indie (Rescued),Indian,37,male,healthy,partial,medium,3,moderate,moderate,untrained,6,7,4,False,True,low,1500.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Jasmine,Cat,Persian,International,90,female,healthy,up_to_date,medium,1,minimal,low,basic,6,7,4,False,True,high,3600.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,False
Kalu,Dog,Chippiparai,Indian,7,female,healthy,up_to_date,medium,5,very_high,high,basic,4,5,3,True,False,low,2000.0,quiet,True,5,True,"fast,agile,elegant,reserved,hunter","Madurai sighthound, bred for hunting. Very fast. Better with experienced owners who can provide structured exercise.",True
Rocky,Dog,Pomeranian,International,9,male,healthy,up_to_date,small,2,moderate,moderate,intermediate,5,6,5,False,True,high,3200.0,vocal,True,7,False,"alert,bold,fluffy,vocal,attention-seeking",Popular apartment dog. Fluffy and bold. Not ideal with very young children. Vocal watchdog.,True
Kali,Dog,Golden Retriever,International,5,male,healthy,partial,large,5,high,moderate,intermediate,10,9,9,True,False,high,5400.0,moderate,True,6,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,True
Luna,Cat,Indian Domestic Short Hair,Indian,17,male,healthy,partial,medium,3,moderate,low,basic,7,7,3,False,True,low,1300.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",False
Oreo,Cat,Persian,International,131,male,healthy,up_to_date,medium,1,minimal,low,basic,8,6,4,False,True,high,3500.0,quiet,True,11,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,False
Charlie,Dog,Boxer,International,124,male,healthy,not_vaccinated,large,3,high,moderate,intermediate,9,7,6,True,False,low,4900.0,moderate,False,4,False,"playful,loyal,energetic,funny,protective",Playful family dog. Excellent with children. Brachycephalic — needs shade in Indian summers. Very energetic.,False
Pudding,Dog,Doberman Pinscher,International,13,male,healthy,up_to_date,large,4,high,high,intermediate,5,6,4,True,False,low,4500.0,moderate,True,5,True,"intelligent,alert,protective,energetic,loyal",Popular guard dog in India. Highly intelligent and trainable. Needs extensive exercise and mental stimulation.,False
Sundari,Cat,Indian Street Cat (Rescued),Indian,10,male,healthy,up_to_date,medium,3,minimal,low,basic,6,5,4,False,True,low,900.0,quiet,True,11,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Pari,Cat,Siamese,International,69,female,healthy,up_to_date,medium,4,moderate,moderate,intermediate,5,5,5,False,True,low,3400.0,vocal,True,8,False,"vocal,social,intelligent,demanding,affectionate",Very chatty and social. Demands attention. Dislikes being alone long. Bonds deeply with one person.,True
Socks,Cat,Indian Domestic Short Hair,Indian,17,male,minor_condition,up_to_date,medium,3,moderate,low,basic,7,7,5,False,True,low,1100.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Pudding,Dog,German Shepherd,International,91,female,healthy,not_vaccinated,large,3,high,moderate,intermediate,8,4,4,True,False,moderate,5600.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,False
Bijli,Cat,Indian Domestic Short Hair,Indian,68,female,healthy,partial,medium,3,moderate,low,basic,7,5,6,False,True,low,1100.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",False
Chhotu,Dog,Pug,International,83,male,healthy,up_to_date,small,2,minimal,moderate,basic,10,7,10,False,True,low,3500.0,moderate,True,6,False,"charming,mischievous,loving,calm,social",Made famous by Indian TV ads. Great apartment dog. Brachycephalic — avoid exercise in peak summer heat.,True
Laila,Dog,Shih Tzu,International,63,female,healthy,up_to_date,small,3,minimal,moderate,basic,9,6,8,False,True,high,3300.0,quiet,True,8,False,"affectionate,calm,adaptable,gentle,lap-dog",Excellent apartment dog. Loves attention. Needs extensive daily grooming. Good with children.,True
Tiger,Dog,Dachshund,International,6,male,minor_condition,not_vaccinated,small,3,moderate,moderate,basic,6,5,5,False,True,low,2700.0,vocal,True,7,False,"curious,lively,stubborn,playful,vocal",Compact apartment dog. Stubborn but charming. Avoid stairs climbing — prone to spinal issues.,False
Arjun,Dog,Indian Pariah Dog,Indian,7,male,healthy,up_to_date,medium,3,high,moderate,basic,6,6,5,False,True,low,1700.0,moderate,True,6,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Simba,Dog,Doberman Pinscher,International,36,male,healthy,up_to_date,large,4,high,high,intermediate,6,5,3,True,False,low,4500.0,moderate,True,5,True,"intelligent,alert,protective,energetic,loyal",Popular guard dog in India. Highly intelligent and trainable. Needs extensive exercise and mental stimulation.,True
Storm,Dog,Mixed Breed (Indian Street),Indian,118,male,minor_condition,partial,medium,1,moderate,moderate,basic,8,7,6,False,True,low,1600.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,False
Billi,Cat,Indian Domestic Short Hair,Indian,137,female,healthy,partial,medium,2,moderate,low,basic,7,6,5,False,True,low,1000.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",False
Buddy,Dog,Indie (Rescued),Indian,8,male,healthy,partial,medium,3,moderate,moderate,untrained,6,6,3,False,True,low,1300.0,moderate,True,7,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",False
Jimmy,Dog,Golden Retriever,International,48,male,healthy,up_to_date,large,4,high,moderate,intermediate,10,9,10,True,False,high,5500.0,moderate,True,5,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,False
